classe,texto,qtd_palavra,burstiness,mtld,qtd_oov,taxa_oov,palavras_oov,densidade_de_pontuacao,qtd_virgula,qtd_ponto_e_virgula,qtd_ponto
0,"Artes e educação física são duas disciplinas que podem se tornar opcionais pela nova reforma do ensino médio. Há de se ponderar; porém, que são áreas com necessidades e finalidades diferentes.

Em se tratando da disciplina de educação física, ela é de suma importância para os estudantes e deve ser mantida obrigatória, pois o exercício físico previne problemas cardiovasculares, obesidade e outras enfermidades, e ajuda até mesmo no desempenho dos alunos em matérias teóricas, porque já é conhecido pela ciência que essa prática melhora a memória e a cognição. Além disso, principalmente nas populações mais pobres, a escola pode se tornar o único lugar a se praticar exercícios, e com o advento do horário integral como norma geral às escolas, o sedentarismo tende a crescer significativamente.

Já em relação à disciplina de Artes, o quadro é distinto: trata-se de algo ligado à abstração. Necessário sim para a expansão do conhecimento e criatividade; porém, por ser algo mais subjetivo, pode ser substituído por outras atividades culturais sem a necessidade de obrigatoriedade como feiras e oficinas culturais integrando todos os alunos.

Portanto, são necessárias ações que resolvam tais impasses. A Educação Física não deve ser retirada das disciplinas obrigatórias, sob risco de até mesmo onerar o sistema de saúde com mais estudantes vítimas do sedentarismo e suas consequências. A disciplina de Artes; porém deve ser de rotina daqueles que realmente se identificam com o assunto e desejam aprender mais. Assim, um ensino médio mais coerente com as necessidades dos estudantes, terá mais qualidade.",252,0.5708,133.3764,0,0.0,,0.127,17,3,10
0,"O mito grego de Narciso, narra a história de um jovem que se apaixona por sua própria figura, deixando de lado a apaixonada ninfa, Eco . A sociedade atual, imediatista e individualista, tal como é, traz a questão: Quem é que está livre de ser Narciso na vida?

Estudos sugerem que a educação dada pela família, pode influenciar em uma auto-confiança exacerbada por parte dos jovens. Mas, além da educação familiar, existe também, aquela exercida pela sociedade. A lógica de concorrência, seja ela, acadêmica e/ou de mercado, sustentam o ""culto ao eu"", na medida em que o marketing pessoal é a regra do jogo e vence aquele que melhor sabe se vender.

Há ainda, as redes sociais, como palco do narcisismo. O microcosmo onde as pessoas tentam de diversas formas reproduzir o que vêem na mídia e ter seus 5 minutos de fama, assim como as celebridades da TV. Tratamento fotográfico, roupas novas, conquistas, qualidades, sejam elas genuínas ou não, tudo isso, é exposto na tentativa de concretizar uma auto-afirmação e obter reconhecimento do outro por meio de curtidas e comentários.

Portanto, a própria atmosféra cultivada pela sociedade atual, que tira Deus e o místico do centro do universo e concede ao homem essa grandeza, mediante seus avanços cognitivos e técnológicos, atesta que ninguém está livre de ser Narciso na vida. Narciso, sou eu, você, e tudo que se cultiva tendo o ""eu"" como princípio, meio e fim. Sobre isso, diria Rita Lee, que egoísta é a pessoa que se interessa mais por si do que por mim, narcisista, é a pessoa que é mais bonita que eu, artista, a pessoa mais famosa que eu e a vítima, eu. Por que eu faço parte da turma do ""eu me acho"", mas você também, afinal, ninguém está livre de ser Narciso na vida.",303,0.4015,100.6605,6,0.0198,"técnológicos, vêem, acadêmica, mídia, lee, atmosféra",0.2046,41,0,11
0,"Segundo Hanna Arendt, o objetivo dos regimes totalitários não era imprimir convicções na população, mas destruir a capacidade de formá-las. A organização Escola sem Partido apresentou recentemente uma proposta para o sistema educacional que restringe a liberdade de expressão no país, destruindo a capacidade dos alunos e professores do ensino público de formar suas próprias convicções.

O projeto desta organização, que supostamente criaria “escolas sem ideologia e sem partido”, na realidade busca inibir apenas ideologias bem específicas: aquelas que em maior ou menor grau são influenciadas pelo pensamento marxista. Os alunos teriam acesso a “canais de comunicação” para denunciar professores que expressassem apoio a estas ideologias, mas o projeto nada diz a respeito da ideologia do livre mercado ou da ideologia da igreja católica, o que mostra que, longe de ser imparcial, o projeto é bastante tendencioso.

Contudo, a Constituição de 1988 garante a liberdade de expressão a todos os brasileiros, tanto política, quanto religiosa ou cultural. É importante notar que o descumprimento desta garantia constitucional abriria espaço para a perseguição seletiva de diversas minorias, sejam elas adeptas de religiões ou partidos políticos. Este tipo de perseguição não se limitaria, a longo prazo, aos professores “esquerdistas” e representaria um atentado à democracia.

Portanto, observa-se que o projeto educacional da Escola sem Partido é tendencioso e não deve ter espaço em uma sociedade democrática. É necessário entender que cada pessoa ocupa uma posição concreta na sociedade, com acesso a diferentes meios materiais e intelectuais. Cada um observa o mundo a partir de um ponto de vista único, determinado por sua classe social, religião e cultura e, por isso, é impossível esperar imparcialidade de opinião tanto de alunos quanto de professores.",280,0.336,116.1238,2,0.0071,"arendt, hanna",0.1214,21,0,10
0,"Historicamente, o Brasil possuia há várias décadas um regime escravocrata, que visava a total exploração de um povo em busca de um maior lucro econômico. Mesmo depois da assinatura da Lei Áurea a escravidão continua e segundo estatísticas da Fundação Walk Free o números de pessoas sujeitas a algum tipo de escravidão moderna é gigante, deixando para a sociedade a seguinte reflexão: Será possível se livrar desse mal algum dia?

No século XVIII os escravos eram predominantemente negros, nos dias atuais são pessoas de diversas etnias e nacionalidades, que são privadas de sua liberdade para trabalharem de um jeito totalmente exploratório, em lugares sem condições adequadas. Isso ocorre tanto na zona rural como na urbana, como é o caso dos imigrantes bolivianos que vêm para o nosso país para trabalharem na indústria de confecções têxteis e são obrigados pelos seus patrões a cumprirem longas jornadas de trabalho, além de sofrerem humilhações.

Entre as principais causas para a ocorrência do trabalho escravo está a desigualdade social. Pessoas sem qualificação profissional e que não encontram oportunidades de empregos acabam nessa degradante situação, muitas vezes enganados por falsas promessas. Vários trabalhadores acabam virando reféns de seus chefes e são impedidos de ter o seu livre arbítrio , algo que o filósofo Adam Smith abordou em sua obra ao falar que a escravidão era contraproducente, pois homens livres trabalhavam mais e melhor. Fica explícito assim a necessidade de reverter essa situação que afeta muitas vidas.

Portanto, deve-se procurar diminuir a desigualdade socioeconômica. O governo federal deve investir em educação, assistência social e juntamente com a mídia, veicular propagandas que alertem sobre os perigos da escravização humana. Fiscalizações intensas devem ser realizadas nas empresas e cooperativas, afim de coibir essas práticas e as punições devem ser mais rígidas para quem pratica esses atos, pois somente aplicando essas medidas conseguiremos minimizar essa realidade e quem sabe um dia poderemos extinguí-la .",315,0.4684,187.3291,9,0.0286,"socioeconômica, possuia, free, escravocrata, walk, econômico, mídia, confecções, extinguí",0.0952,16,0,10
0,"Recentemente um caso de estupro coletivo foi o principal assunto de várias manchetes brasileiras. Após tal atrocidade contra uma menina de 16 anos a população se dividiu em dois grupos. O primeiro grupo busca uma forma de legitimar a violência ocorrida, rotulando a menina como drogada. Já o segundo grupo defende a ideia de que o estupro é um crime que independe da vítima e que os estupradores devem ser punidos imediatamente.

Nosso país precisa mudar a maneira com que lida com o estupro. Em vez de ensinarmos os homens a não estuprarem, ensinamos as mulheres a se defenderam . Essa atitude equivocada ainda está presente por conta da cultura do estupro. Graças a essa cultura a violência sexual se tornou normal.

A cultura do estupro se origina da objetificação das mulheres que está presente, por exemplo, nos comerciais televisivos, onde mulheres aparecem como um simples corpo para agradar os homens. Além disso, outros fatores que favorecem a objetificação das mulheres é a disseminação de imagens, vídeos, músicas, comentários e piadas sexistas. É por conta dessa cultura que muitas vezes as mulheres preferem permanecerem caladas do que reportarem o abuso, pois são tachadas de muitas coisas exceto vítima.

Muitos aprovam como solução a castração química, pois baseiam-se no mito de que os estupradores são pessoas com problemas mentais. Contudo, o ato do estupro é muitas vezes originário de uma decisão consciente do indivíduo que o pratica, devido a cultura do estupro. Assim, a solução está na mudança do pensamento da sociedade em relação a mulher e não na inibição do libido.

Fica clara, portanto, a necessidade de acabar com a objetificação da mulher e consequentemente a cultura do estupro. Podemos alcançar tal objetivo educando nossas crianças, o futuro dessa nação. Enquanto isso, é de suma importância que as delegacias se adaptem melhor para receber vítimas de estupros, acabando com a discriminação enfrentada pelas mulheres que se encontram nessas situações. Esperamos, assim, acabar com o único crime no qual a vítima é julgada junto com o criminoso.",335,0.3164,84.7969,4,0.0119,"estupradores, independe, sexistas, objetificação",0.1194,21,0,18
0,"No último ano houve um grande aumento nas discussões sobre a liberação da fosfoetanolamina e o papel dos Três Poderes nessa deliberação. É indiscutível que decisões de vida ou morte não devem ser tomadas por órgãos públicos ou cientistas. Nesse caso cabe ao portador da doença, optar pelo uso do medicamento se julgar necessário, além de que, há momentos que o indivíduo não tem nada a perder.

Em determinadas situações o cidadão tem o direito de decidir o que achar melhor para ele. Principalmente quando se trata da vida desse indivíduo. Nesta circunstância, cabe ao Estado apenas monitorar as pesquisas e certificar-se que estão seguindo corretamente e os pesquisadores através de seus estudos sobre o medicamento orientar e explicar as possíveis complicações, para que o portador da doença faça a melhor escolha.

Mesmo os cientistas afirmando que o medicamento não passou por todos os testes , há ocasiões, tais como, pacientes em estado terminal que veem no remédio a única opção de uma possível recuperação. Já foi provado que apenas o fato do paciente acreditar, há uma considerável melhora na qualidade de vida desse indivíduo, haja vista que não há muitas alternativas nesse tipo de situação.

Entende-se, portanto, que certas escolhas devem ser direcionadas aos que mais irão sofrer as consequências do que for definido. Além disso faz-se necessário lembrar que o objetivo e garantir o melhor tratamento para os portadores do câncer, nesse caso é preciso deixa de lado interesses econômicos e políticos.",246,0.3793,142.3605,4,0.0163,"liberação, econômicos, monitorar, fosfoetanolamina",0.1057,13,0,10
0,"O Brasil passa atualmente por um novo período de instabilidade política, dado o acatamento do pedido de impeachment contra a presidente da República Dilma Rousseff pelo presidente da Câmara dos Deputados Eduardo Cunha. Com o processo em andamento, o país está dividido entre os pró-impeachment e os apoiadores do governo.

A decisão de Cunha foi baseada na denúncia feita por Hélio Bicudo e Janaína Paschoal, dois juristas de renome. Nela, acusam a presidente Dilma por crimes de responsabilidade fiscal, sendo o mais relevante dentre eles o uso indevido dos bancos públicos para pagar dividas governamentais de forma antecipada, o que é absolutamente restringido pela Lei 101/2000 de acordo com o artigo 38, que proíbe claramente o uso antecipado de crédito no último ano de mandato. A pena para este crime é previsto na Constituição e consiste no afastamento do cargo.

A defesa relaciona o acatamento de impeachment por Cunha a uma vingança política contra o PT, pelo fato de o partido ter anunciado que votaria a favor da cassação do parlamentar na mesma manhã. No entanto, a fundamentação do pedido é jurídica e foi analisada com base nisto, não tendo a ver com subjetividade, e sim com uma conduta criminosa de Dilma. Embora não tenha sido provado seu envolvimento concreto no escândalo do Petrolão, a presidente esteve envolvida no sentido de ter sido chefe da casa civil , uma vez que tendo o cargo executivo, foi o tempo todo omissa , desse modo, conivente. Isto torna as condições políticas que configuram crime igualmente presentes.

Portanto, é necessário que Dilma seja devidamente punida, para que sirva de exemplo da mesma forma a futuros governantes, a fim de que estes andem sob a Lei, e que além disso possibilite continuar desenvolvimento-se a democracia , resgatando assim o sentimento de justiça e seriedade que tanto carece o país.",302,0.4866,116.4814,8,0.0265,"dilma, rousseff, petrolão, cassação, janaína, impeachment, paschoal, apoiadores",0.1093,21,0,10
0,"Analisar os padrões de beleza e suas influências na vida dos indivíduos é imprescindível. Nesse sentido, assuntos como a relação do consumismo com o aumento da procura por procedimentos estéticos invasivos devem ser aprofundados. Desse modo, é fundamental questionar: teria o corpo humano se tornado mera mercadoria? Em primeiro lugar, nota-se a influência da TV e das celebridades em disseminar o mito do corpo perfeito. É inegável o poder de persuasivo da propaganda e da boa retórica que, aliado ao alcance massivo da TV, bombardeia milhões de cidadãos com imagens de beldades - normalmente alteradas digitalmente - posando ao lado de textos conativos.Em segundo lugar, observa-se a falta de amor próprio dos indivíduos, que na ânsia de serem ""belos"" e melhores aceitos, sujeitam-se a procedimentos cirúrgicos perigosos. Em um caso recente, um jovem da cidade de Ribeirão Preto faleceu depois de injetar a substância ""hidrogel"" em seu pênis, sem a supervisão de um profissional - que com certeza não faria tal aplicação, pelo seu conhecido risco.Em decorrência disso, é inegável o rebaixamento do corpo como uma mera peça decorativa de consumo, e mudar essa realidade pode levar tempo. A escola é uma peça fundamental para a solução do problema, devendo ajudar na desconstrução dos padrões de beleza vigentes e induzir ao pensamento crítico os jovens. O Estado também deve fazer seu papel, obrigando os canais TV e revistas a indicarem quando suas imagens foram alteradas digitalmente para serem mais belas.",242,0.3471,140.6644,4,0.0165,"pênis, hidrogel, conativos, aceitos",0.1488,15,0,9
0,"Métodos de ensino militar não são compatíveis com o século XXI, e o bom desempenho de colégios que seguem essa ideia de organização se deve a pré seleção de alunos. Isso se evidencia não só pelas exigências do mercado de trabalho como também pelo sucesso em exames de colégios não militarizados.Em tempos de capitalismo informacional, exige-se funcionários flexíveis, criativos e capazes de encontrar soluções inteligentes para os problemas. A disciplina rígida no aprendizado dificulta a aquisição dessas habilidades na medida em que tem por lema ""aprender e não questionar"". Assim como diz a segunda lei da termodinâmica, nem sempre a ordem leva ao progresso, mas sim a harmonia.Vale ainda ressaltar que, comete-se um erro ao relacionar o alto grau de disciplina com o bom rendimento dos estudantes. Na maioria dos colégios militares o ingresso é realizado mediante um rígido processo seletivo e, portanto, já espera-se que essas instituições obtenham melhor desempenho em provas. Além disso, as escolas técnicas de São paulo (as etecs ), que também pre selecionam os alunos, obtiveram desempenho no ENEM 2014 igual ou até mesmo superior aos colégios militares, mesmo sem adotar um modelo de disciplina pesado.Desse modo, é preciso que pais e professores informem-se sobre todas as incógnitas do processo de aprendizagem para que não cometam erros na hora de selecionarem o modelo de ensino mais compatível com as aptidões dos discentes.",232,0.2852,141.992,3,0.0129,"enem, etecs, pre",0.1293,13,0,9
0,"Ainda que existam casos de alunos que conseguiram ascender em sua vida acadêmica de forma brilhante, são evidentes as consequências da desigualdade social no panorama da educação. Esses eventos de exceção tomam destaque na mídia convencional por seu teor excepcional e que levanta dúvidas quanto à capacidade do sistema de ensino para os cidadãos mais pobres.Neste cenário desfavorável, alternativas surgem e animam o jovem estudante, como o sistema de cotas. Esta saída promete ao aluno uma perspectiva maior numa sociedade excludente em que é obrigado a lidar todos os dias. Ainda que a parte majoritária do pais seja marcada pela pobreza. Não obstante, políticas de esfera regional ou nacional devem ser tomadas para que a educação pública e privada diminuam a disparidade entre si, possibilitando à uma maior porcentagem da população de usufruir das oportunidades que a minoria é contemplada.Portanto, à curto ou médio prazo, com investimentos na infraestrutura e qualidade de ensino, além de programas de incentivo, os eventos de exceção, como pobres ingressando na faculdades com louvores, deixariam de ser dignos de nota nos jornais e os tornariam apenas membros comuns de uma sociedade mais igualitária com oportunidades à todos.",194,0.4859,143.4449,7,0.0361,"perspectiva, porcentagem, acadêmica, mídia, excepcional, excludente, majoritária",0.0928,11,0,7
0,"Bertrand Russell, reverente filósofo e matemático britânico, sobrelevou, em ""Ideais Políticos"", que a disseminação de críticas na contemporaneidade é reflexo de uma sociedade extremamente dinâmica e interdependente nos mais diversos segmentos das relações humanas. Apesar disso, no Brasil, alguns debates éticos são travados acerca da cultura do cancelamento em diversas redes sociais, visto que a falta de um questionamento contundente pela esfera federativa acerca da temática é uma marca constante neste país. Desse modo, é profícuo analisar tal quadro, intrinsecamente ligado a aspectos políticos e sociais.

Em primeiro plano, é válido analisar que o panorama supracitado mostra-se atrelado a manutenção, nos cernes governamentais, de preceitos ligados a questões ideológicas e comportamentais. Consoante o sociólogo Sérgio Buarque de Holanda, o brasileiro é, desde a colonização, marcado por um individualismo exacerbado que o leva a se apropriar do público para fins particulares. Nesse viés, essa característica contribui para que muitos políticos pouco ajam para entender os anseios do povo, como criar mecanismos legislativos para amparar os cidadãos que sofrem cancelamento injustos e sem a chance de se redimir dos erros que cometeram . Dessa forma, infelizmente, há uma reduzida atuação do Estado em busca de um ambiente virtual mais democrático e livre de opressão.

Em segundo plano, é imperioso analisar a falta de entendimento da sociedade a respeito do assunto em questão. Segundo Carllo Cartane, filósofo italiano, a educação e o meio são, respectivamente, fatores determinantes na formação de um indivíduo. Dessa maneira, é incontestável destacar que a escassez de recursos informacionais destinados à formação de um ideário que alerte o perigo de ataques revestidos de ofensas – como, em muitos casos, é feito pelo ""Tribunal da Internet"" — também ora edifica uma conjura perniciosa a representatividade, ora demonstra que a escola emerge como um decisivo agente de socialização, já que, ao forma cidadãos mais centrados, contribui para mitigar conjecturas e sanções de teor destrutivos na internet.

Portanto, é urgente a adoção de medidas para mitigar o problema. Nesse sentido, o Poder Legislativo –instituição de notória importância para o país – deve , por intermédio de um acordo assinado, realizar fiscalizações mais frequentes e severas nas redes sociais, como Facebook e Twitter, a fim de se garantir um ambiente virtual mais justo e aberto ao diálogo distante da cultura nociva do cancelamento. Ademais as escolas,  devem promover palestras e campanhas para mudar paulatinamente a visão antropocêntrica ainda presente cidadãos. Com isso, espera-se que todos os indivíduos vivam em um espaços cibernético livre de discursos de ódio e injustiças, mantendo uma sociabilização harmônica.",417,0.5703,157.7665,10,0.024,"cartane, sociabilização, twitter, antropocêntrica, respectivamente, conjecturas, carllo, aspectos, facebook, harmônica",0.1463,40,0,14
0,"Em sua obra ""A Natureza e o Destino do Homem"", o biólogo americano Garrett Hardin caracteriza a ciência como uma heresia tão extrema que nenhuma ciência meramente política poderia abarcá-la em todos os seus aspectos. Tal conceito associa-se ao emprego de exames bioquímicos para definir o que é ser uma mulher, uma vez que o direito à dignidade é vilipendiado, o que configura uma afronta à vida humana. Nesse cenário, é imprescindível analisar a conjuntura legislativa e o preconceito ainda existente no antro social para que o imbróglio seja sanado.

Convém ressaltar, a princípio, que a insuficiência legislativa permite a existência de práticas discriminatórias no esporte. De acordo com a filósofa política Hannah Arendt, a segregação, seja ela em qualquer instituição social, configura um crime de violência. Por esse prisma, a utilização de exames laboratoriais para definir o gênero de uma pessoa é uma violação grave de todos os direitos da pessoa humana. Dessa forma, é imperativo que o Estado crie leis para que tais práticas discriminatórias sejam erradicadas.

Em segundo plano, vale salientar que o preconceito contribui para a perpetuação da problemática. Nesse sentido, torna-se evidente que a campeã olímpica Caster Semenya foi banida das competições esportivas por dois motivos; apresentar níveis elevados de hormônios androgênicos e, também, ser homossexual . Desse modo, cabe às instituições de ensino formarem cidadãos conscientes desse grave problema social com o fito de erradicá-lo.

Fica claro, portanto, que medidas são necessárias para que o direito de igualdade entre as mulhe res seja resguardado. Para tanto, cabe ao overno ederal , na figura do Ministério da Justiça, criar leis de tipificação criminosa para qualquer atitude discriminatória contra mulheres, com base em diferenças fisiológicas nos níveis hormonais, a fim de que toda mulher seja tratada com respeito e dignidade. Ademais, as instituições de ensino devem criar oportunidades de reflexão - como simpósios, feiras e palestras-, as quais contribuam com a efetiva discussão a respeito do que é ser mulher, com o intuito de erradicar o preconceito. Só assim, o homem encontrará a sua verdadeira natureza e destino, a dignidade e o respeito mútuo.",349,0.3612,112.8908,16,0.0458,"res, ederal, arendt, esportivas, hormônios, overno, mulhe, vilipendiado, esporte, hardin, gênero, aspectos, semenya, androgênicos, hannah, caster",0.149,29,1,14
0,"A Declaração Universal dos Direitos Humanos de 1948 foi uma afirmação contra as atrocidades ocorridas durante a Segunda Guerra Mundial, houve uma intensa mobilização entre as nações para a proteção à dignidade da pessoa humana, inclusive com a participação do Brasil. Dado o lapso temporal entre a metade do século XX até os dias atuais, percebe-se que a sociedade brasileira, ainda, enfrenta dificuldades para reconhecer o valor basilar da dignidade humana, sobretudo o abuso exercido pelas autoridades. Assim, cabe refletir acerca das origens e os efeitos que essas ações geram para a sociedade brasileira.

Nota-se, inicialmente, que o abuso praticado por autoridades públicas têm raízes históricas no país. Isso ocorre porque os valores morais praticados durante governos autoritários deixaram suas marcas enraizadas na população brasileira, principalmente, entre aqueles que detém o poder em suas mãos e entendem que podem agir da maneira que lhes convém. Tal questão é tão urgente que até mesmo já fora discutida pelo escritor brasileiro Graciliano Ramos, no livro Memórias do Cárcere, quando ele foi preso durante o Estado Novo de forma arbitrária . Dessa forma, enquanto essa prática não for combatida, os direitos fundamentais dos cidadãos não serão respeitados.

Ademais, apesar de existir um conjunto de normas e leis que tratam sobre o abuso de autoridade no país , nota-se a persistência dessa problemática. Segundo o pensador Thomas Hobbes, “O Estado é o responsável em garantir o bem-estar da população”, isso não ocorre no Brasil, pois, observa-se que o poder estatal não reprime devidamente o excesso dos agentes públicos. Dessa maneira, gera uma sensação de impunidade e, com isso, tais ações levam os agentes a praticarem os mesmos atos. Prova disso é o caso mais recente no país, do Desembargador Siqueira, que responde há vários processos administrativos, segundo consta no Conselho Nacional de Justiça, sem haver punições efetivadas contra ele.

Vê-se, portanto, que medidas são necessárias para combater essa prática. Para tanto, cabe ao Governo , por meio do Poder Executivo Federal, enviar um projeto de lei para o Congresso Nacional, já que esse é o responsável pelas votações das normas, com a finalidade de alterar as leis, tornando-as com caráter punitivo e educativo, relativas aos excessos praticados pelos agentes públicos. Cabe, ainda, aos órgãos públicos da administração direta e indireta incluírem a matéria de Direitos Humanos como exigência nos concursos públicos. Logo, será possível respeitar o princípio básico de todo cidadão, à proteção da dignidade da pessoa humana.",407,0.4217,209.0563,2,0.0049,"siqueira, graciliano",0.1548,41,0,15
0,"O processo de privatização consiste na venda de empresas estatais para a iniciativa privada. Atualmente, essa pauta tem sido muito debatida pelos governantes, como uma forma de obter menos gastos com o gerenciamento das companhias. Contudo, exitem serviços essenciais para a sociedade, como o saneamento básico, que se forem privatizados podem afetar famílias de baixa renda ou de regiões de difícil acesso. Para que as mazelas da desestatização não atinjam a população brasileira, é necessário que providências sejam tomadas.

Segundo dados do site UOL (2020), o Senado aprovou uma medida de privatização para o setor de saneamento básico que engloba não somente o fornecimento de água e tratamento de esgoto, como também a limpeza de cidades e armazenamento de águas pluviais. Essa decisão, se aprovada pelo presidente da epública, pode afetar negativamente famílias que residam em regiões remotas, sendo elas desinteressantes para o investimento privado. Dessa forma, elas acabariam desamparadas e excluídas no quesito de saneamento básico.

Outro fator relevante é o grande número de pessoas que não dispõem de água tratada, sendo 35 milhões de brasileiros, conforme os dados do site BRK Ambiental. Posto isso, é possível perceber a ineficácia dos mecanismos estatais em atender essa demanda da população. Entretanto, há a possibilidade dos indivíduos prejudicados realizarem denúncias e reivindicações,  para que o problema seja sanado. Já com a desestatização tornaria-se impossível a manifestação pública e as famílias pobres poderiam não ter condições de arcar com os custos, visto que eles tendem a aumentar com a privatização.

Portanto, é de suma importância que o Governo Federal, responsável por garantir o direito de saneamento básico aos municípios providenciem os recursos necessários para atender toda a população, por meio do atendimento às petições e investimento no setor. Atrelado isso, é essencial que a mídia noticie e informe a sociedade respeito da situação do país, de forma que as pessoas se conscientizem e se mobilizem em prol do acesso ao saneamento básico por todos.  A fim de que os brasileiros possam gozar de seus direitos básicos.",333,0.4023,126.4612,8,0.024,"gerenciamento, desestatização, brk, conscientizem, mídia, epública, exitem, uol",0.1201,23,0,14
0,"Segundo o filósofo Immanuel Kant, ""o homem é aquilo que a educação faz dele"". Nesse sentido, segundo tal pensamento, mudanças no processo pedagógico ,diversas vezes, são positivas, mas dependendo de como forem aplicadas podem se tornar maléficas ao aprendizado: é o caso da ensino à distância no Brasil. Assim, não só pela dependência da tecnologia, como também pela necessidade de organização do estudante, o ensino ""online"" mal estruturado pode ser uma problemática.

Em primeiro plano, a necessidade do uso da internet para a existência do modelo EAD influencia negativamente a sua viabilidade. Essa situação se dá, uma vez que vários indivíduos não possuem internet em suas residências ou detêm um sinal fraco de conexão. Uma evidência desse fato é que, conforme a revista virtual ""Exame"", 45% das casas no país não dispõem do acesso à ""web"" . Consequentemente, observa-se que um ensino nesses moldes, pode ser segregador a algumas parcelas sociais, diminuindo o acesso ao aprendizado.

De outra parte, é preciso pontuar que a necessidade do comprometimento e da organização por parte do aluno afeta ainda mais a qualidade da forma educacional à distância. Isso ocorre, pois, diferentemente das aulas presenciais,— nas quais são cobradas as chamadas de comparecimento do estudante —, o modelo de ensino pelo computador, muitas vezes, é feito em casa e não há a obrigatoriedade de se assistir ao conteúdo transmitido. Em decorrência disso, evidencia-se que, no ambiente residencial, diversas pessoas podem não conseguir aprender com eficácia por estarem sujeitas à preguiça gerada pelo conforto do lar, em conjunto com o fato de não haver um controle exato da atenção do discente, o que pode afetar o seu rendimento acadêmico.

Portanto, medidas devem ser tomadas para resolver o impasse. Em razão disso, o Ministério da Educação , principal competência que rege os investimentos nesse setor , deve auxiliar o bom planejamento da EAD. Essa iniciativa pode ser feita por meio de subsídios direcionadas às equipes dos colégios e faculdades que adotarem esse tipo sistema, para o desenvolvimento de uma plataforma que não necessite da internet, como um aplicativo, por exemplo. O objetivo desse projeto é fazer com que a educação seja de acesso a um maior número de indivíduos. Ademais, essas plataformas devem possuir uma ferramenta que cobre dos alunos um maior comprometimento com as aulas. Somente assim, o ensino romperá todas as fronteiras físicas do país e poderá estar a um clique de cada um.",397,0.4071,145.4085,5,0.0126,"planejamento, immanuel, ead, segregador, acadêmico",0.1662,37,0,16
0,"No seriado,  “Sob Pressão”, exibido a partir de 2017, pela TV Globo, são apresentadas as precariedades no atendimento e a relevância de um sistema de saúde gratuito num hospital público no subúrbio do Rio de Janeiro. Ao sair da ficção da série para  atualidade, nota-se o papel fundamental que o Sistema Único de Saúde (SUS) proporcionou ao brasileiro e as dificuldades que o Poder Estatal tem enfrentado para solidificá-lo. Assim, cabe refletir acerca da importância do SUS para o país e os problemas em sua consolidação.

Percebe-se, de início, que o SUS exerce uma função importante para o cidadão brasileiro . Isso fica evidente pelo fato de o sistema ser universal, já que, antes do SUS, a saúde era vista como um problema individual, pois só o trabalhador de carteira assinada tinha direito à assistência e isso gerava problemas para a população que não tinha condições de pagar um plano de saúde. Assim, com a promulgação da Carta Magna de 1988, foi preconizado que a saúde é um direito de todos e dever do Estado. Dessa forma, serviços básicos , até então desconhecidos para alguns, foram disponibilizados a milhões de brasileiros e, outrossim, pôde trazer um pouco de conforto aos mais vulneráveis, à medida que necessitam de algum serviço preventivo ou hospitalar.

Ademais, nota-se que o país tem dificuldades em consolidar o SUS desde a criação do programa em 1988. Tal fato ocorre porque muitos recursos, voltados para a compra de remédios e materiais para os hospitais públicos do país, são desviados, ou muitas vezes são superfaturados por meio de licitações públicas ilícitas – praticadas pelos cartéis, o que gera prejuízo ao erário e, sobretudo, à população. Prova disso,  foram os mais de 15 bilhões desviados da área da saúde entre os anos de 2002 a 2015, conforme dados do Tribunal de Contas da União. Logo, o cidadão que espera na fila por uma cirurgia – devido à superlotação nos hospitais – pode vir a perder a vida, por falta de leito, devido a essas ações de desvios de verbas.

Portanto, é preciso que o Poder Executivo Federal envie ao Congresso Nacional um projeto de lei para tornar a Lei 8.666/1993 - que trata sobre licitações públicas – mais severa, sobretudo, para aqueles que praticam irregularidades no processo licitatório, a fim de coibir tais ações para que os remédios e materiais cheguem aos hospitais de forma satisfatória. Cabe ainda, ao Ministério da Economia viabilizar mais recursos para o Ministério da Saúde, para que esse possa investir na criação de mais hospitais públicos pelo país e realizar a contratação de mais profissionais para essa área com o intuito de aumentar os leitos para os pacientes. Com isso, possa ser ofertado a todos um atendimento digno no SUS e, assim, evitar situações como demonstradas no seriado “Sob Pressão”.",456,0.3658,99.8397,4,0.0088,"superfaturados, bilhões, sus, licitatório",0.1382,41,0,15
